7.89937e-06 2.35382e-03  5.34786e-13 0.00000e+00 
3.21504e-03 1.19469e+12  -1.19468e+12 0.00000e+00 
3.22294e-03 1.21239e+12  -1.21237e+12 0.00000e+00 
3.23084e-03 1.23030e+12  -1.23028e+12 0.00000e+00 
3.23874e-03 1.24843e+12  -1.24841e+12 0.00000e+00 
3.24664e-03 1.26678e+12  -1.26676e+12 0.00000e+00 
3.25454e-03 1.28535e+12  -1.28534e+12 0.00000e+00 
3.26244e-03 1.30415e+12  -1.30414e+12 0.00000e+00 
3.27034e-03 1.32319e+12  -1.32317e+12 0.00000e+00 
3.27824e-03 1.34245e+12  -1.34243e+12 0.00000e+00 
3.28614e-03 1.36194e+12  -1.36192e+12 0.00000e+00 
3.29404e-03 1.38167e+12  -1.38165e+12 0.00000e+00 
3.30194e-03 1.40164e+12  -1.40162e+12 0.00000e+00 
3.30983e-03 1.42185e+12  -1.42183e+12 0.00000e+00 
3.31773e-03 1.44230e+12  -1.44228e+12 0.00000e+00 
3.32563e-03 1.46299e+12  -1.46297e+12 0.00000e+00 
3.33353e-03 1.48393e+12  -1.48391e+12 0.00000e+00 
3.34143e-03 1.50512e+12  -1.50510e+12 0.00000e+00 
3.34933e-03 1.52656e+12  -1.52654e+12 0.00000e+00 
3.35723e-03 1.54826e+12  -1.54824e+12 0.00000e+00 
3.36513e-03 1.57021e+12  -1.57019e+12 0.00000e+00 
3.37303e-03 1.59242e+12  -1.59240e+12 0.00000e+00 
3.38093e-03 1.61489e+12  -1.61487e+12 0.00000e+00 
3.38883e-03 1.63762e+12  -1.63760e+12 0.00000e+00 
3.39673e-03 1.66063e+12  -1.66061e+12 0.00000e+00 
3.40463e-03 1.68389e+12  -1.68387e+12 0.00000e+00 
3.41253e-03 1.70744e+12  -1.70741e+12 0.00000e+00 
3.42043e-03 1.73125e+12  -1.73123e+12 0.00000e+00 
3.42833e-03 1.75534e+12  -1.75532e+12 0.00000e+00 
3.43622e-03 1.77971e+12  -1.77969e+12 0.00000e+00 
3.44412e-03 1.80436e+12  -1.80434e+12 0.00000e+00 
3.45202e-03 1.82929e+12  -1.82927e+12 0.00000e+00 
3.45992e-03 1.85451e+12  -1.85449e+12 0.00000e+00 
3.46782e-03 1.88002e+12  -1.88000e+12 0.00000e+00 
3.47572e-03 1.90582e+12  -1.90580e+12 0.00000e+00 
3.48362e-03 1.93192e+12  -1.93190e+12 0.00000e+00 
3.49152e-03 1.95831e+12  -1.95829e+12 0.00000e+00 
3.49942e-03 1.98500e+12  -1.98498e+12 0.00000e+00 
3.50732e-03 2.01200e+12  -2.01198e+12 0.00000e+00 
3.51522e-03 2.03930e+12  -2.03927e+12 0.00000e+00 
3.52312e-03 2.06691e+12  -2.06688e+12 0.00000e+00 
3.53102e-03 2.09482e+12  -2.09480e+12 0.00000e+00 
3.53892e-03 2.12306e+12  -2.12303e+12 0.00000e+00 
3.54682e-03 2.15160e+12  -2.15158e+12 0.00000e+00 
3.55472e-03 2.18047e+12  -2.18045e+12 0.00000e+00 
3.56261e-03 2.20966e+12  -2.20964e+12 0.00000e+00 
3.57051e-03 2.23918e+12  -2.23915e+12 0.00000e+00 
3.57841e-03 2.26902e+12  -2.26899e+12 0.00000e+00 
3.58631e-03 2.29919e+12  -2.29916e+12 0.00000e+00 
3.59421e-03 2.32970e+12  -2.32967e+12 0.00000e+00 
3.60211e-03 2.36054e+12  -2.36051e+12 0.00000e+00 
3.61001e-03 2.39172e+12  -2.39169e+12 0.00000e+00 
3.61791e-03 2.42325e+12  -2.42322e+12 0.00000e+00 
3.62581e-03 2.45512e+12  -2.45509e+12 0.00000e+00 
3.63371e-03 2.48733e+12  -2.48731e+12 0.00000e+00 
3.64161e-03 2.51990e+12  -2.51988e+12 0.00000e+00 
3.64951e-03 2.55283e+12  -2.55280e+12 0.00000e+00 
3.65741e-03 2.58611e+12  -2.58608e+12 0.00000e+00 
3.66531e-03 2.61975e+12  -2.61973e+12 0.00000e+00 
3.67321e-03 2.65376e+12  -2.65373e+12 0.00000e+00 
3.68111e-03 2.68813e+12  -2.68811e+12 0.00000e+00 
3.68900e-03 2.72288e+12  -2.72285e+12 0.00000e+00 
3.69690e-03 2.75799e+12  -2.75797e+12 0.00000e+00 
3.70480e-03 2.79349e+12  -2.79346e+12 0.00000e+00 
3.71270e-03 2.82936e+12  -2.82933e+12 0.00000e+00 
3.72060e-03 2.86562e+12  -2.86559e+12 0.00000e+00 
3.72850e-03 2.90226e+12  -2.90223e+12 0.00000e+00 
3.73640e-03 2.93929e+12  -2.93926e+12 0.00000e+00 
3.74430e-03 2.97672e+12  -2.97669e+12 0.00000e+00 
3.75220e-03 3.01454e+12  -3.01451e+12 0.00000e+00 
3.76010e-03 3.05276e+12  -3.05273e+12 0.00000e+00 
3.76800e-03 3.09139e+12  -3.09135e+12 0.00000e+00 
3.77590e-03 3.13042e+12  -3.13038e+12 0.00000e+00 
3.78380e-03 3.16986e+12  -3.16982e+12 0.00000e+00 
3.79170e-03 3.20971e+12  -3.20968e+12 0.00000e+00 
3.79960e-03 3.24998e+12  -3.24995e+12 0.00000e+00 
3.80749e-03 3.29067e+12  -3.29064e+12 0.00000e+00 
3.81539e-03 3.33178e+12  -3.33175e+12 0.00000e+00 
3.82329e-03 3.37332e+12  -3.37329e+12 0.00000e+00 
3.83119e-03 3.41529e+12  -3.41526e+12 0.00000e+00 
3.83909e-03 3.45770e+12  -3.45766e+12 0.00000e+00 
3.84699e-03 3.50054e+12  -3.50051e+12 0.00000e+00 
3.85489e-03 3.54382e+12  -3.54379e+12 0.00000e+00 
3.86279e-03 3.58755e+12  -3.58752e+12 0.00000e+00 
3.87069e-03 3.63173e+12  -3.63170e+12 0.00000e+00 
3.87859e-03 3.67636e+12  -3.67633e+12 0.00000e+00 
3.88649e-03 3.72145e+12  -3.72141e+12 0.00000e+00 
3.89439e-03 3.76699e+12  -3.76696e+12 0.00000e+00 
3.90229e-03 3.81300e+12  -3.81297e+12 0.00000e+00 
3.91019e-03 3.85948e+12  -3.85945e+12 0.00000e+00 
3.91809e-03 3.90643e+12  -3.90639e+12 0.00000e+00 
3.92599e-03 3.95385e+12  -3.95382e+12 0.00000e+00 
3.93388e-03 4.00175e+12  -4.00172e+12 0.00000e+00 
3.94178e-03 4.05014e+12  -4.05010e+12 0.00000e+00 
3.94968e-03 4.09901e+12  -4.09897e+12 0.00000e+00 
3.95758e-03 4.14837e+12  -4.14833e+12 0.00000e+00 
3.96548e-03 4.19822e+12  -4.19819e+12 0.00000e+00 
3.97338e-03 4.24858e+12  -4.24854e+12 0.00000e+00 
3.98128e-03 4.29943e+12  -4.29939e+12 0.00000e+00 
3.98918e-03 4.35079e+12  -4.35075e+12 0.00000e+00 
3.99708e-03 4.40266e+12  -4.40263e+12 0.00000e+00 
4.00498e-03 4.45505e+12  -4.45501e+12 0.00000e+00 
4.01288e-03 4.50795e+12  -4.50792e+12 0.00000e+00 
4.02078e-03 4.56138e+12  -4.56134e+12 0.00000e+00 
4.02868e-03 4.61533e+12  -4.61529e+12 0.00000e+00 
4.03658e-03 4.66982e+12  -4.66978e+12 0.00000e+00 
4.04448e-03 4.72484e+12  -4.72480e+12 0.00000e+00 
4.05238e-03 4.78039e+12  -4.78035e+12 0.00000e+00 
4.06027e-03 4.83650e+12  -4.83645e+12 0.00000e+00 
4.06817e-03 4.89314e+12  -4.89310e+12 0.00000e+00 
4.07607e-03 4.95034e+12  -4.95030e+12 0.00000e+00 
4.08397e-03 5.00810e+12  -5.00806e+12 0.00000e+00 
4.09187e-03 5.06642e+12  -5.06637e+12 0.00000e+00 
4.09977e-03 5.12530e+12  -5.12525e+12 0.00000e+00 
4.10767e-03 5.18475e+12  -5.18470e+12 0.00000e+00 
4.11557e-03 5.24477e+12  -5.24473e+12 0.00000e+00 
4.12347e-03 5.30537e+12  -5.30533e+12 0.00000e+00 
4.13137e-03 5.36656e+12  -5.36651e+12 0.00000e+00 
4.13927e-03 5.42833e+12  -5.42828e+12 0.00000e+00 
4.14717e-03 5.49069e+12  -5.49064e+12 0.00000e+00 
4.15507e-03 5.55365e+12  -5.55360e+12 0.00000e+00 
4.16297e-03 5.61720e+12  -5.61716e+12 0.00000e+00 
4.17087e-03 5.68137e+12  -5.68132e+12 0.00000e+00 
4.17877e-03 5.74614e+12  -5.74609e+12 0.00000e+00 
4.18666e-03 5.81152e+12  -5.81148e+12 0.00000e+00 
4.19456e-03 5.87753e+12  -5.87748e+12 0.00000e+00 
4.20246e-03 5.94416e+12  -5.94411e+12 0.00000e+00 
4.21036e-03 6.01141e+12  -6.01137e+12 0.00000e+00 
4.21826e-03 6.07930e+12  -6.07925e+12 0.00000e+00 
4.22616e-03 6.14783e+12  -6.14778e+12 0.00000e+00 
4.23406e-03 6.21700e+12  -6.21695e+12 0.00000e+00 
4.24196e-03 6.28681e+12  -6.28677e+12 0.00000e+00 
4.24986e-03 6.35728e+12  -6.35723e+12 0.00000e+00 
4.25776e-03 6.42841e+12  -6.42836e+12 0.00000e+00 
4.26566e-03 6.50019e+12  -6.50014e+12 0.00000e+00 
4.27356e-03 6.57265e+12  -6.57260e+12 0.00000e+00 
4.28146e-03 6.64577e+12  -6.64572e+12 0.00000e+00 
4.28936e-03 6.71957e+12  -6.71952e+12 0.00000e+00 
4.29726e-03 6.79406e+12  -6.79401e+12 0.00000e+00 
4.30516e-03 6.86923e+12  -6.86918e+12 0.00000e+00 
4.31305e-03 6.94509e+12  -6.94504e+12 0.00000e+00 
4.32095e-03 7.02165e+12  -7.02160e+12 0.00000e+00 
4.32885e-03 7.09891e+12  -7.09885e+12 0.00000e+00 
4.33675e-03 7.17688e+12  -7.17682e+12 0.00000e+00 
4.34465e-03 7.25555e+12  -7.25550e+12 0.00000e+00 
4.35255e-03 7.33495e+12  -7.33490e+12 0.00000e+00 
4.36045e-03 7.41507e+12  -7.41502e+12 0.00000e+00 
4.36835e-03 7.49592e+12  -7.49586e+12 0.00000e+00 
4.37625e-03 7.57750e+12  -7.57744e+12 0.00000e+00 
4.38415e-03 7.65981e+12  -7.65976e+12 0.00000e+00 
4.39205e-03 7.74288e+12  -7.74282e+12 0.00000e+00 
4.39995e-03 7.82669e+12  -7.82663e+12 0.00000e+00 
4.40785e-03 7.91125e+12  -7.91120e+12 0.00000e+00 
4.41575e-03 7.99658e+12  -7.99652e+12 0.00000e+00 
4.42365e-03 8.08267e+12  -8.08261e+12 0.00000e+00 
4.43154e-03 8.16953e+12  -8.16947e+12 0.00000e+00 
4.43944e-03 8.25717e+12  -8.25711e+12 0.00000e+00 
4.44734e-03 8.34559e+12  -8.34553e+12 0.00000e+00 
4.45524e-03 8.43480e+12  -8.43474e+12 0.00000e+00 
4.46314e-03 8.52480e+12  -8.52474e+12 0.00000e+00 
4.47104e-03 8.61560e+12  -8.61554e+12 0.00000e+00 
4.47894e-03 8.70720e+12  -8.70714e+12 0.00000e+00 
4.48684e-03 8.79961e+12  -8.79955e+12 0.00000e+00 
4.49474e-03 8.89284e+12  -8.89278e+12 0.00000e+00 
4.50264e-03 8.98689e+12  -8.98683e+12 0.00000e+00 
4.51054e-03 9.08177e+12  -9.08171e+12 0.00000e+00 
4.51844e-03 9.17748e+12  -9.17742e+12 0.00000e+00 
4.52634e-03 9.27403e+12  -9.27397e+12 0.00000e+00 
4.53424e-03 9.37143e+12  -9.37136e+12 0.00000e+00 
4.54214e-03 9.46967e+12  -9.46961e+12 0.00000e+00 
4.55004e-03 9.56877e+12  -9.56871e+12 0.00000e+00 
4.55793e-03 9.66874e+12  -9.66867e+12 0.00000e+00 
4.56583e-03 9.76957e+12  -9.76950e+12 0.00000e+00 
4.57373e-03 9.87128e+12  -9.87121e+12 0.00000e+00 
4.58163e-03 9.97386e+12  -9.97380e+12 0.00000e+00 
4.58953e-03 1.00773e+13  -1.00773e+13 0.00000e+00 
4.59743e-03 1.01817e+13  -1.01816e+13 0.00000e+00 
4.60533e-03 1.02870e+13  -1.02869e+13 0.00000e+00 
4.61323e-03 1.03931e+13  -1.03931e+13 0.00000e+00 
4.62113e-03 1.05002e+13  -1.05002e+13 0.00000e+00 
4.62903e-03 1.06082e+13  -1.06082e+13 0.00000e+00 
4.63693e-03 1.07172e+13  -1.07171e+13 0.00000e+00 
4.64483e-03 1.08270e+13  -1.08269e+13 0.00000e+00 
4.65273e-03 1.09378e+13  -1.09377e+13 0.00000e+00 
4.66063e-03 1.10495e+13  -1.10495e+13 0.00000e+00 
4.66853e-03 1.11622e+13  -1.11621e+13 0.00000e+00 
4.67643e-03 1.12759e+13  -1.12758e+13 0.00000e+00 
4.68432e-03 1.13905e+13  -1.13904e+13 0.00000e+00 
4.69222e-03 1.15060e+13  -1.15060e+13 0.00000e+00 
4.70012e-03 1.16226e+13  -1.16225e+13 0.00000e+00 
4.70802e-03 1.17401e+13  -1.17400e+13 0.00000e+00 
4.71592e-03 1.18586e+13  -1.18585e+13 0.00000e+00 
4.72382e-03 1.19781e+13  -1.19781e+13 0.00000e+00 
4.73172e-03 1.20986e+13  -1.20986e+13 0.00000e+00 
4.73962e-03 1.22202e+13  -1.22201e+13 0.00000e+00 
4.74752e-03 1.23427e+13  -1.23426e+13 0.00000e+00 
4.75542e-03 1.24663e+13  -1.24662e+13 0.00000e+00 
4.76332e-03 1.25909e+13  -1.25908e+13 0.00000e+00 
4.77122e-03 1.27165e+13  -1.27164e+13 0.00000e+00 
4.77912e-03 1.28431e+13  -1.28431e+13 0.00000e+00 
4.78702e-03 1.29709e+13  -1.29708e+13 0.00000e+00 
4.79492e-03 1.30996e+13  -1.30995e+13 0.00000e+00 
4.80282e-03 1.32295e+13  -1.32294e+13 0.00000e+00 
4.81071e-03 1.33604e+13  -1.33603e+13 0.00000e+00 
4.81861e-03 1.34924e+13  -1.34923e+13 0.00000e+00 
4.82651e-03 1.36254e+13  -1.36253e+13 0.00000e+00 
4.83441e-03 1.37596e+13  -1.37595e+13 0.00000e+00 
4.84231e-03 1.38948e+13  -1.38948e+13 0.00000e+00 
4.85021e-03 1.40312e+13  -1.40311e+13 0.00000e+00 
4.85811e-03 1.41687e+13  -1.41686e+13 0.00000e+00 
4.86601e-03 1.43073e+13  -1.43072e+13 0.00000e+00 
4.87391e-03 1.44470e+13  -1.44469e+13 0.00000e+00 
4.88181e-03 1.45879e+13  -1.45878e+13 0.00000e+00 
4.88971e-03 1.47299e+13  -1.47298e+13 0.00000e+00 
4.89761e-03 1.48730e+13  -1.48729e+13 0.00000e+00 
4.90551e-03 1.50173e+13  -1.50172e+13 0.00000e+00 
4.91341e-03 1.51628e+13  -1.51627e+13 0.00000e+00 
4.92131e-03 1.53094e+13  -1.53093e+13 0.00000e+00 
4.92921e-03 1.54573e+13  -1.54572e+13 0.00000e+00 
4.93710e-03 1.56063e+13  -1.56062e+13 0.00000e+00 
4.94500e-03 1.57565e+13  -1.57564e+13 0.00000e+00 
4.95290e-03 1.59079e+13  -1.59078e+13 0.00000e+00 
4.96080e-03 1.60605e+13  -1.60604e+13 0.00000e+00 
4.96870e-03 1.62144e+13  -1.62143e+13 0.00000e+00 
4.97660e-03 1.63694e+13  -1.63693e+13 0.00000e+00 
4.98450e-03 1.65257e+13  -1.65256e+13 0.00000e+00 
4.99240e-03 1.66833e+13  -1.66832e+13 0.00000e+00 
5.00030e-03 1.68420e+13  -1.68419e+13 0.00000e+00 
5.00820e-03 1.70021e+13  -1.70020e+13 0.00000e+00 
5.01610e-03 1.71634e+13  -1.71633e+13 0.00000e+00 
5.02400e-03 1.73260e+13  -1.73259e+13 0.00000e+00 
5.03190e-03 1.74898e+13  -1.74897e+13 0.00000e+00 
5.03980e-03 1.76550e+13  -1.76549e+13 0.00000e+00 
5.04770e-03 1.78214e+13  -1.78213e+13 0.00000e+00 
5.05559e-03 1.79892e+13  -1.79891e+13 0.00000e+00 
5.06349e-03 1.81583e+13  -1.81582e+13 0.00000e+00 
5.07139e-03 1.83287e+13  -1.83286e+13 0.00000e+00 
5.07929e-03 1.85004e+13  -1.85003e+13 0.00000e+00 
5.08719e-03 1.86734e+13  -1.86733e+13 0.00000e+00 
5.09509e-03 1.88479e+13  -1.88477e+13 0.00000e+00 
5.10299e-03 1.90236e+13  -1.90235e+13 0.00000e+00 
5.11089e-03 1.92007e+13  -1.92006e+13 0.00000e+00 
5.11879e-03 1.93792e+13  -1.93791e+13 0.00000e+00 
5.12669e-03 1.95591e+13  -1.95590e+13 0.00000e+00 
5.13459e-03 1.97404e+13  -1.97403e+13 0.00000e+00 
5.14249e-03 1.99230e+13  -1.99229e+13 0.00000e+00 
5.15039e-03 2.01071e+13  -2.01070e+13 0.00000e+00 
5.15829e-03 2.02926e+13  -2.02925e+13 0.00000e+00 
5.16619e-03 2.04795e+13  -2.04794e+13 0.00000e+00 
5.17409e-03 2.06678e+13  -2.06677e+13 0.00000e+00 
5.18198e-03 2.08576e+13  -2.08575e+13 0.00000e+00 
5.18988e-03 2.10488e+13  -2.10487e+13 0.00000e+00 
5.19778e-03 2.12415e+13  -2.12414e+13 0.00000e+00 
5.20568e-03 2.14357e+13  -2.14356e+13 0.00000e+00 
5.21358e-03 2.16313e+13  -2.16312e+13 0.00000e+00 
5.22148e-03 2.18284e+13  -2.18283e+13 0.00000e+00 
5.22938e-03 2.20270e+13  -2.20269e+13 0.00000e+00 
5.23728e-03 2.22272e+13  -2.22270e+13 0.00000e+00 
5.24518e-03 2.24288e+13  -2.24287e+13 0.00000e+00 
5.25308e-03 2.26319e+13  -2.26318e+13 0.00000e+00 
5.26098e-03 2.28366e+13  -2.28365e+13 0.00000e+00 
5.26888e-03 2.30428e+13  -2.30427e+13 0.00000e+00 
5.27678e-03 2.32506e+13  -2.32505e+13 0.00000e+00 
5.28468e-03 2.34599e+13  -2.34598e+13 0.00000e+00 
5.29258e-03 2.36708e+13  -2.36707e+13 0.00000e+00 
5.30048e-03 2.38833e+13  -2.38832e+13 0.00000e+00 
5.30837e-03 2.40973e+13  -2.40972e+13 0.00000e+00 
5.31627e-03 2.43130e+13  -2.43129e+13 0.00000e+00 
5.32417e-03 2.45303e+13  -2.45301e+13 0.00000e+00 
5.33207e-03 2.47491e+13  -2.47490e+13 0.00000e+00 
5.33997e-03 2.49696e+13  -2.49695e+13 0.00000e+00 
5.34787e-03 2.51918e+13  -2.51916e+13 0.00000e+00 
5.35577e-03 2.54155e+13  -2.54154e+13 0.00000e+00 
5.36367e-03 2.56410e+13  -2.56408e+13 0.00000e+00 
5.37157e-03 2.58681e+13  -2.58679e+13 0.00000e+00 
5.37947e-03 2.60968e+13  -2.60967e+13 0.00000e+00 
5.38737e-03 2.63273e+13  -2.63272e+13 0.00000e+00 
5.39527e-03 2.65594e+13  -2.65593e+13 0.00000e+00 
5.40317e-03 2.67933e+13  -2.67931e+13 0.00000e+00 
5.41107e-03 2.70288e+13  -2.70287e+13 0.00000e+00 
5.41897e-03 2.72661e+13  -2.72660e+13 0.00000e+00 
5.42687e-03 2.75051e+13  -2.75050e+13 0.00000e+00 
5.43476e-03 2.77459e+13  -2.77457e+13 0.00000e+00 
5.44266e-03 2.79884e+13  -2.79883e+13 0.00000e+00 
5.45056e-03 2.82327e+13  -2.82325e+13 0.00000e+00 
5.45846e-03 2.84787e+13  -2.84786e+13 0.00000e+00 
5.46636e-03 2.87265e+13  -2.87264e+13 0.00000e+00 
5.47426e-03 2.89762e+13  -2.89760e+13 0.00000e+00 
5.48216e-03 2.92276e+13  -2.92274e+13 0.00000e+00 
5.49006e-03 2.94808e+13  -2.94807e+13 0.00000e+00 
5.49796e-03 2.97359e+13  -2.97358e+13 0.00000e+00 
5.50586e-03 2.99928e+13  -2.99927e+13 0.00000e+00 
5.51376e-03 3.02516e+13  -3.02514e+13 0.00000e+00 
5.52166e-03 3.05122e+13  -3.05120e+13 0.00000e+00 
5.52956e-03 3.07746e+13  -3.07745e+13 0.00000e+00 
5.53746e-03 3.10390e+13  -3.10389e+13 0.00000e+00 
5.54536e-03 3.13052e+13  -3.13051e+13 0.00000e+00 
5.55326e-03 3.15734e+13  -3.15732e+13 0.00000e+00 
5.56115e-03 3.18434e+13  -3.18433e+13 0.00000e+00 
5.56905e-03 3.21154e+13  -3.21153e+13 0.00000e+00 
5.57695e-03 3.23893e+13  -3.23892e+13 0.00000e+00 
5.58485e-03 3.26652e+13  -3.26650e+13 0.00000e+00 
5.59275e-03 3.29430e+13  -3.29428e+13 0.00000e+00 
5.60065e-03 3.32228e+13  -3.32226e+13 0.00000e+00 
5.60855e-03 3.35045e+13  -3.35044e+13 0.00000e+00 
5.61645e-03 3.37882e+13  -3.37881e+13 0.00000e+00 
5.62435e-03 3.40740e+13  -3.40738e+13 0.00000e+00 
5.63225e-03 3.43617e+13  -3.43616e+13 0.00000e+00 
5.64015e-03 3.46515e+13  -3.46513e+13 0.00000e+00 
5.64805e-03 3.49433e+13  -3.49431e+13 0.00000e+00 
5.65595e-03 3.52371e+13  -3.52370e+13 0.00000e+00 
5.66385e-03 3.55330e+13  -3.55329e+13 0.00000e+00 
5.67175e-03 3.58310e+13  -3.58308e+13 0.00000e+00 
5.67964e-03 3.61310e+13  -3.61309e+13 0.00000e+00 
5.68754e-03 3.64332e+13  -3.64330e+13 0.00000e+00 
5.69544e-03 3.67374e+13  -3.67373e+13 0.00000e+00 
5.70334e-03 3.70438e+13  -3.70436e+13 0.00000e+00 
5.71124e-03 3.73522e+13  -3.73521e+13 0.00000e+00 
5.71914e-03 3.76629e+13  -3.76627e+13 0.00000e+00 
5.72704e-03 3.79756e+13  -3.79755e+13 0.00000e+00 
5.73494e-03 3.82905e+13  -3.82904e+13 0.00000e+00 
5.74284e-03 3.86076e+13  -3.86075e+13 0.00000e+00 
5.75074e-03 3.89269e+13  -3.89268e+13 0.00000e+00 
5.75864e-03 3.92484e+13  -3.92482e+13 0.00000e+00 
5.76654e-03 3.95721e+13  -3.95719e+13 0.00000e+00 
5.77444e-03 3.98980e+13  -3.98978e+13 0.00000e+00 
5.78234e-03 4.02261e+13  -4.02260e+13 0.00000e+00 
5.79024e-03 4.05565e+13  -4.05564e+13 0.00000e+00 
5.79814e-03 4.08892e+13  -4.08890e+13 0.00000e+00 
5.80603e-03 4.12241e+13  -4.12239e+13 0.00000e+00 
5.81393e-03 4.15613e+13  -4.15611e+13 0.00000e+00 
5.82183e-03 4.19008e+13  -4.19006e+13 0.00000e+00 
5.82973e-03 4.22426e+13  -4.22424e+13 0.00000e+00 
5.83763e-03 4.25867e+13  -4.25865e+13 0.00000e+00 
5.84553e-03 4.29331e+13  -4.29330e+13 0.00000e+00 
5.85343e-03 4.32819e+13  -4.32817e+13 0.00000e+00 
5.86133e-03 4.36331e+13  -4.36329e+13 0.00000e+00 
5.86923e-03 4.39866e+13  -4.39864e+13 0.00000e+00 
5.87713e-03 4.43425e+13  -4.43423e+13 0.00000e+00 
5.88503e-03 4.47008e+13  -4.47006e+13 0.00000e+00 
5.89293e-03 4.50615e+13  -4.50613e+13 0.00000e+00 
5.90083e-03 4.54246e+13  -4.54245e+13 0.00000e+00 
5.90873e-03 4.57902e+13  -4.57900e+13 0.00000e+00 
5.91663e-03 4.61582e+13  -4.61580e+13 0.00000e+00 
5.92453e-03 4.65287e+13  -4.65285e+13 0.00000e+00 
5.93242e-03 4.69016e+13  -4.69015e+13 0.00000e+00 
5.94032e-03 4.72771e+13  -4.72769e+13 0.00000e+00 
5.94822e-03 4.76550e+13  -4.76548e+13 0.00000e+00 
5.95612e-03 4.80355e+13  -4.80353e+13 0.00000e+00 
5.96402e-03 4.84184e+13  -4.84182e+13 0.00000e+00 
5.97192e-03 4.88040e+13  -4.88038e+13 0.00000e+00 
5.97982e-03 4.91920e+13  -4.91918e+13 0.00000e+00 
5.98772e-03 4.95827e+13  -4.95825e+13 0.00000e+00 
5.99562e-03 4.99759e+13  -4.99757e+13 0.00000e+00 
6.00352e-03 5.03717e+13  -5.03715e+13 0.00000e+00 
6.01142e-03 5.07701e+13  -5.07699e+13 0.00000e+00 
6.01932e-03 5.11712e+13  -5.11710e+13 0.00000e+00 
6.02722e-03 5.15748e+13  -5.15746e+13 0.00000e+00 
6.03512e-03 5.19812e+13  -5.19810e+13 0.00000e+00 
6.04302e-03 5.23901e+13  -5.23899e+13 0.00000e+00 
6.05092e-03 5.28018e+13  -5.28016e+13 0.00000e+00 
6.05881e-03 5.32162e+13  -5.32160e+13 0.00000e+00 
6.06671e-03 5.36332e+13  -5.36330e+13 0.00000e+00 
6.07461e-03 5.40530e+13  -5.40528e+13 0.00000e+00 
6.08251e-03 5.44755e+13  -5.44753e+13 0.00000e+00 
6.09041e-03 5.49008e+13  -5.49006e+13 0.00000e+00 
6.09831e-03 5.53288e+13  -5.53286e+13 0.00000e+00 
6.10621e-03 5.57596e+13  -5.57594e+13 0.00000e+00 
6.11411e-03 5.61932e+13  -5.61930e+13 0.00000e+00 
6.12201e-03 5.66296e+13  -5.66294e+13 0.00000e+00 
6.12991e-03 5.70689e+13  -5.70686e+13 0.00000e+00 
6.13781e-03 5.75109e+13  -5.75107e+13 0.00000e+00 
6.14571e-03 5.79558e+13  -5.79556e+13 0.00000e+00 
6.15361e-03 5.84036e+13  -5.84034e+13 0.00000e+00 
6.16151e-03 5.88542e+13  -5.88540e+13 0.00000e+00 
6.16941e-03 5.93078e+13  -5.93076e+13 0.00000e+00 
6.17731e-03 5.97642e+13  -5.97640e+13 0.00000e+00 
6.18520e-03 6.02236e+13  -6.02234e+13 0.00000e+00 
6.19310e-03 6.06859e+13  -6.06857e+13 0.00000e+00 
6.20100e-03 6.11512e+13  -6.11509e+13 0.00000e+00 
6.20890e-03 6.16194e+13  -6.16192e+13 0.00000e+00 
6.21680e-03 6.20906e+13  -6.20904e+13 0.00000e+00 
6.22470e-03 6.25648e+13  -6.25646e+13 0.00000e+00 
6.23260e-03 6.30420e+13  -6.30418e+13 0.00000e+00 
6.24050e-03 6.35223e+13  -6.35220e+13 0.00000e+00 
6.24840e-03 6.40056e+13  -6.40053e+13 0.00000e+00 
6.25630e-03 6.44919e+13  -6.44917e+13 0.00000e+00 
6.26420e-03 6.49813e+13  -6.49811e+13 0.00000e+00 
6.27210e-03 6.54739e+13  -6.54736e+13 0.00000e+00 
6.28000e-03 6.59695e+13  -6.59693e+13 0.00000e+00 
6.28790e-03 6.64682e+13  -6.64680e+13 0.00000e+00 
6.29580e-03 6.69701e+13  -6.69699e+13 0.00000e+00 
6.30369e-03 6.74752e+13  -6.74749e+13 0.00000e+00 
6.31159e-03 6.79834e+13  -6.79831e+13 0.00000e+00 
6.31949e-03 6.84948e+13  -6.84945e+13 0.00000e+00 
6.32739e-03 6.90093e+13  -6.90091e+13 0.00000e+00 
6.33529e-03 6.95272e+13  -6.95269e+13 0.00000e+00 
6.34319e-03 7.00482e+13  -7.00479e+13 0.00000e+00 
6.35109e-03 7.05725e+13  -7.05722e+13 0.00000e+00 
6.35899e-03 7.11000e+13  -7.10998e+13 0.00000e+00 
6.36689e-03 7.16309e+13  -7.16306e+13 0.00000e+00 
6.37479e-03 7.21650e+13  -7.21648e+13 0.00000e+00 
6.38269e-03 7.27025e+13  -7.27022e+13 0.00000e+00 
6.39059e-03 7.32432e+13  -7.32430e+13 0.00000e+00 
6.39849e-03 7.37874e+13  -7.37871e+13 0.00000e+00 
6.40639e-03 7.43348e+13  -7.43346e+13 0.00000e+00 
6.41429e-03 7.48857e+13  -7.48855e+13 0.00000e+00 
6.42219e-03 7.54400e+13  -7.54397e+13 0.00000e+00 
6.43008e-03 7.59976e+13  -7.59974e+13 0.00000e+00 
6.43798e-03 7.65588e+13  -7.65585e+13 0.00000e+00 
6.44588e-03 7.71233e+13  -7.71230e+13 0.00000e+00 
